time,data,median,LB,UB
0,1,1,1,1
1,1,0.133116445178315,-0,4.30023323933853
2,0,0.135682062211666,-0,4.34339699037865
3,0,0.205271872202039,-0,4.47221931628767
4,0,0.215229238409024,-0,4.37050394346798
5,0,0.179878401797847,-0,4.3164404484199
6,1,0.173578006799079,-0,4.36095998007896
7,0,0.183912904302462,-0,4.49172048968912
8,1,0.25280826397608,-0,4.52151611030832
9,1,0.176847481937553,-0,4.50238411312746
10,1,0.256239909311527,-0,4.45503965123362
11,1,0.290201483014302,-0,4.49435699320056
12,1,0.291797656209087,-0,4.57850771428729
13,2,0.31463369346564,-0,4.64547215216297
14,0,0.292342071774184,-0,4.59172113258446
15,0,0.373736249748138,-0,4.56532505236153
16,1,0.380126381569824,-0,4.60622095303864
17,0,0.461095485946949,-0,4.65627578579008
18,2,0.446629825814683,-0,4.70584293096038
19,2,0.494543072523239,-0,4.69303625183796
20,2,0.49407628852131,-0,4.77233918574838
21,1,0.547554571760926,-0,4.863817241431
22,0,0.586295402538586,-0,4.76494211983763
23,0,0.591525777994383,-0,4.72328990143915
24,0,0.739580283000821,-0,5.03628692303695
25,0,0.757143611627596,-0,4.96867026582262
26,0,0.814359312689254,-0,5.13190795142708
27,0,0.841191789846019,-0,5.15745296264767
28,2,0.868238917614076,-0,5.15757899624083
29,0,0.948785290200357,-0,5.2302320087652
30,1,0.949940704390076,-0,5.31116019313882
31,0,1.06579758684697,-0,5.34304217478923
32,1,1.1308258457475,-0,5.41433461292922
33,0,1.2521735661017,-0,5.52435712501931
34,0,1.28899646367532,-0,5.52939225881803
35,3,1.35739629598202,-0,5.52770992720042
36,1,1.4768163254351,-0,5.73122283943927
37,5,1.5288972676173,-0,5.66155172814509
38,5,1.63955825938096,-0,6.01966843073686
39,1,1.74748056594577,-0,5.91917596096105
40,1,1.78951711564836,-0,6.12747061453944
41,0,1.97298707923336,-0,6.31699911171513
42,2,2.0238285610328,-0,6.31560184496104
43,1,2.17813025018495,-0,6.34321331731115
44,0,2.25035934688202,-0,6.6012631420971
45,0,2.44004449548003,-0,6.80963659642738
46,0,2.62632494836531,-0,6.89992226920694
47,1,2.65113500056785,-0,6.96812923890219
48,2,2.86201464987708,-0,7.26927495614391
49,3,3.08921639244026,-0,7.32403258206749
50,11,3.25265257743174,-0,7.62400255824717
51,4,3.43080832798465,-0,7.80581970581788
52,4,3.66362345206262,-0,7.91685358117406
53,2,3.82434326905813,-0,8.28232324594105
54,2,4.00430145001401,-0,8.41049271494212
55,5,4.27638349197945,-0,8.6366997148073
56,3,4.45362243259542,0.0991629969518437,8.96972921583675
57,13,4.66286414243852,0.121974774983379,9.17226997983107
58,9,5.03587711742947,0.33732465610113,9.65013585679713
59,3,5.27072968990096,0.602657984471834,9.94099178308773
60,0,5.58324020859937,0.753524978748824,10.1650955665092
NaN,NaN,5.90122943310085,1.2616892502281,10.6794686410863
NaN,NaN,6.17395561616192,1.18209636097127,11.2039214621161
NaN,NaN,6.51438174390479,1.37235226720457,11.5230304329708
NaN,NaN,6.91594855293347,1.79731167388015,12.3137638811757
