time,data,median,LB,UB
0,1,1,1,1
1,1,0.137598933868694,-0,7.04490812343369
2,0,0.0904598925981933,-0,7.17637175126809
3,0,0.072510988232476,-0,7.38988027463853
4,0,0.217884960367772,-0,7.28991184089186
5,0,0.104377925008729,-0,7.24775680021547
6,1,0.115889867644937,-0,7.28821178054706
7,0,0.219923005735395,-0,7.30258033616502
8,1,0.199830120139467,-0,7.23871160468976
9,1,0.139281165736322,-0,7.36502352462647
10,1,0.239406986975126,-0,7.28076660996941
11,1,0.127119542751766,-0,7.16236575878858
12,1,0.259161019967233,-0,7.34731476635405
13,2,0.186854293541067,-0,7.23336194347085
14,0,0.354096984828444,-0,7.50096606317604
15,0,0.282611738232005,-0,7.30026234165146
16,1,0.334948008943261,-0,7.47698045452496
17,0,0.319547154605501,-0,7.33426692497794
18,2,0.374817768728583,-0,7.45481622156799
19,2,0.347474498375172,-0,7.48319481609944
20,2,0.399290448976425,-0,7.59096856766767
21,1,0.478939535467741,-0,7.40088333455834
22,0,0.586053734044437,-0,7.78569127545624
23,0,0.593751015838701,-0,7.72025565259366
24,0,0.583027981814621,-0,7.8330593503817
25,0,0.728880674066971,-0,7.90511144545458
26,0,0.671235436072677,-0,7.61486217657625
27,0,0.805928073532032,-0,7.79514744294134
28,2,0.833528968287018,-0,8.00955311303501
29,0,0.947845718660937,-0,8.1341323038459
30,1,0.991643667996969,-0,8.04019804336392
31,0,1.08689921163022,-0,8.14482332548871
32,1,1.1126000794801,-0,8.06159351068376
33,0,1.17983239591333,-0,8.27281063263315
34,0,1.40942321361584,-0,8.34308414468137
35,3,1.40564363247691,-0,8.61999621431457
36,1,1.53901303942838,-0,8.73686411116388
37,5,1.67654045222355,-0,8.74097493606612
38,5,1.82048988419857,-0,9.07513667141279
39,1,1.89864287605058,-0,9.11059971892518
40,1,2.02040707572115,-0,9.11911055468737
41,0,2.15343698145442,-0,9.26883485276833
42,2,2.40716702322526,-0,9.65159752789841
43,1,2.46690307250753,-0,9.8478449086312
44,0,2.7390536542016,-0,9.78745545043296
45,0,3.0454985992177,-0,10.1147470067876
46,0,3.12687966497184,-0,10.1889054264625
47,1,3.42489218066201,-0,10.6973585600678
48,2,3.66019959998351,-0,10.7215829591821
49,3,3.84516701089511,-0,11.2498022395173
50,11,4.26990950292525,-0,11.3588464939236
51,4,4.50550653638256,-0,11.6933768175523
52,4,4.97253659637029,-0,12.3106232003875
53,2,5.39872513642649,-0,12.3503290220553
54,2,5.77390186260253,-0,13.0599790043893
55,5,6.19415194368146,-0,13.4489385778699
56,3,6.73428892862236,-0,14.0945375429593
57,14,7.07922484632578,-0,14.4559511186847
58,9,7.84126935951156,-0,15.1767338646696
59,6,8.27873491350559,0.56431251829351,15.7322204881803
60,3,8.88319219628971,0.58847908330731,16.551718571857
61,11,9.57301161867028,1.34360326867564,17.2387851773381
62,31,10.2889257585564,1.55096031375254,18.1688743132276
63,1,11.1788550503525,2.11317934472243,18.8330294435769
NaN,NaN,11.9643275422094,2.51738429497792,20.0435378361073
NaN,NaN,12.9723924940233,3.09340465873579,21.115103610224
NaN,NaN,13.8638202702565,3.28822348914372,22.4719895930899
NaN,NaN,14.9272149872861,3.63905471166312,23.2464081718109
